"","Film.ID","Title","Year","Academy.Nominations","Academy.Awards","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","Response","Error","Country1","Genre1"
"1223","Goldfinger (1964)","Goldfinger",1964,1,1,"APPROVED","09 Jan 1965",110,"Action, Adventure, Thriller","Guy Hamilton","Richard Maibaum (screenplay), Paul Dehn (screenplay)","Sean Connery, Honor Blackman, Gert Fröbe, Shirley Eaton","Investigating a gold magnate's smuggling, James Bond uncovers a plot to contaminate the Fort Knox gold reserve.","English, Chinese, Spanish","UK, USA","Won 1 Oscar. Another 3 wins & 6 nominations.","http://ia.media-imdb.com/images/M/MV5BMTQ2MzE0OTU3NV5BMl5BanBnXkFtZTcwNjQxNTgzNA@@._V1_SX300.jpg",NA,7.8,"130,722","tt0058150","movie","True",NA,"UK","Action"
"1224","Goliath II (1960)","Goliath II",1960,1,1,"APPROVED","21 Jan 1960",15,"Comedy, Family, Animation","Wolfgang Reitherman","Bill Peet (story)","Sterling Holloway","Goliath II is a 6-inch-tall elephant (son of the huge Goliath). He's a big disappointment to his father, but mom is proud of Goliath II anyway. Goliath II is constantly getting into trouble...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTU4NzQ0ODYyMF5BMl5BanBnXkFtZTcwMDA4NzIzMQ@@._V1_SX300.jpg",NA,6.8,"201","tt0053875","movie","True",NA,"USA","Comedy"
"1225","Gone Baby Gone (2007)","Gone Baby Gone",2007,1,1,"R","19 Oct 2007",114,"Crime, Drama, Mystery","Ben Affleck","Ben Affleck (screenplay), Aaron Stockard (screenplay), Dennis Lehane (novel)","Casey Affleck, Michelle Monaghan, Morgan Freeman, Ed Harris","Two Boston area detectives investigate a little girl's kidnapping, which ultimately turns into a crisis both professionally and personally.","English","USA","Nominated for 1 Oscar. Another 31 wins & 23 nominations.","http://ia.media-imdb.com/images/M/MV5BMTYzNjc3MTY1MV5BMl5BanBnXkFtZTcwMzA1MjE2MQ@@._V1_SX300.jpg",72,7.7,"180,596","tt0452623","movie","True",NA,"USA","Crime"
"1226","Gone Nutty (2003)","Gone Nutty",2003,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1227","Gone with the Wind (1939)","Gone with the Wind",1939,12,12,"G","17 Jan 1940",238,"Drama, Romance, War","Victor Fleming, George Cukor, Sam Wood","Margaret Mitchell (story), Sidney Howard (screenplay)","Thomas Mitchell, Barbara O'Neil, Vivien Leigh, Evelyn Keyes","A manipulative Southern belle carries on a turbulent affair with a blockade runner during the American Civil War.","English","USA","Won 8 Oscars. Another 9 wins & 8 nominations.","http://ia.media-imdb.com/images/M/MV5BNDUwMjAxNTU1MF5BMl5BanBnXkFtZTgwMzg4NzMxMDE@._V1_SX300.jpg",NA,8.2,"198,515","tt0031381","movie","True",NA,"USA","Drama"
"1228","Good-bye Miss Turlock (1947)","Good-bye Miss Turlock",1947,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1229","Good Fellas (1990)","Good Fellas",1990,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1230","Good Morning (1971)","Good Morning",1971,1,1,"N/A","N/A",NA,"Short","N/A","N/A","N/A","N/A","English","USA","N/A","N/A",NA,5.8,"5","tt0067152","movie","True",NA,"USA","Short"
"1231","Good Morning, Vietnam (1987)","Good Morning, Vietnam",1987,1,1,"R","15 Jan 1988",121,"Biography, Comedy, Drama","Barry Levinson","Mitch Markowitz","Robin Williams, Forest Whitaker, Tung Thanh Tran, Chintara Sukapatana","An unorthodox and irreverent DJ begins to shake up things when he is assigned to the US Armed Services Radio station in Vietnam.","English","USA","Nominated for 1 Oscar. Another 7 wins & 3 nominations.","http://ia.media-imdb.com/images/M/MV5BMTQwMDExNzk4MV5BMl5BanBnXkFtZTgwODc3NjIyMDE@._V1_SX300.jpg",NA,7.3,"90,377","tt0093105","movie","True",NA,"USA","Biography"
"1232","Good News (1947)","Good News",1947,1,1,"APPROVED","26 Dec 1947",93,"Comedy, Musical, Romance","Charles Walters","Lew Brown (play), Laurence Schwab (play), Frank Mandel (play), Buddy G. DeSylva (play), Ray Henderson (play), Betty Comden (screenplay), Adolph Green (screenplay)","June Allyson, Peter Lawford, Patricia Marshall, Joan McCracken","At fictitious Tait University in the Roaring 20's, co-ed and school librarian Connie Lane falls for football hero Tommy Marlowe. Unfortunately, he has his eye on gold-digging vamp Pat ...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTYxMDU2NzMxMV5BMl5BanBnXkFtZTcwMjkxNzIyMQ@@._V1_SX300.jpg",NA,8,"1,891","tt0039431","movie","True",NA,"USA","Comedy"
"1233","Good Night, and Good Luck. (2005)","Good Night, and Good Luck.",2005,6,6,"PG","04 Nov 2005",93,"Drama","George Clooney","George Clooney, Grant Heslov","Jeff Daniels, David Strathairn, Alex Borstein, Rose Abdoo","Broadcast journalist Edward R. Murrow looks to bring down Senator Joseph McCarthy.","English","USA, France, UK, Japan","Nominated for 6 Oscars. Another 37 wins & 101 nominations.","http://ia.media-imdb.com/images/M/MV5BMTY0NzQ2NDg2Ml5BMl5BanBnXkFtZTYwMzcwOTY2._V1_SX300.jpg",80,7.5,"81,616","tt0433383","movie","True",NA,"USA","Drama"
"1234","Good Scouts (1938)","Good Scouts",1938,1,1,"N/A","08 Jul 1938",8,"Family, Comedy, Animation","Jack King","Carl Barks, Harry Reeves","Clarence Nash","Donald is leading a scout troop consisting of his nephews on a hike in the woods. Donald isn't nearly the expert on the woods that he thinks he is, much to the amusement of the boys. In a ...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMjE0NDc4NDU2NF5BMl5BanBnXkFtZTcwNTMwNDgyMQ@@._V1_SX300.jpg",NA,7.1,"485","tt0030196","movie","True",NA,"USA","Family"
"1235","Good Will Hunting (1997)","Good Will Hunting",1997,9,9,"R","09 Jan 1998",126,"Drama","Gus Van Sant","Matt Damon, Ben Affleck","Matt Damon, Robin Williams, Ben Affleck, Stellan Skarsgård","Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.","English","USA","Won 2 Oscars. Another 20 wins & 51 nominations.","http://ia.media-imdb.com/images/M/MV5BMTk0NjY0Mzg5MF5BMl5BanBnXkFtZTcwNzM1OTM2MQ@@._V1_SX300.jpg",70,8.3,"549,157","tt0119217","movie","True",NA,"USA","Drama"
"1236","Good Will to Men (1955)","Good Will to Men",1955,1,1,"PASSED","23 Dec 1955",8,"Animation, Short, War","Joseph Barbera, William Hanna","N/A","N/A","A group of young mice is in the ruins of a church, practicing singing for an upcoming service. After singing an adulterated version of ""Hark! The Herald Angels Sing,"" the mice wonder about ...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BNzcxOTYyMDU1M15BMl5BanBnXkFtZTcwNDEyNzIzMQ@@._V1_SX300.jpg",NA,7.1,"224","tt0048131","movie","True",NA,"USA","Animation"
"1237","Goodbye, Columbus (1969)","Goodbye, Columbus",1969,1,1,"R","21 May 1969",102,"Comedy, Drama, Romance","Larry Peerce","Philip Roth (novel), Arnold Schulman","Richard Benjamin, Ali MacGraw, Jack Klugman, Nan Martin","A Jewish man and a jewish woman meet and while attracted to each other find that their worlds are very different. She is the archetypical Jewish-American-Princess, very emotionally involved...","English","USA","Nominated for 1 Oscar. Another 4 wins & 8 nominations.","http://ia.media-imdb.com/images/M/MV5BMjE2ODUyNzUzOF5BMl5BanBnXkFtZTcwMjcyNzUyMQ@@._V1_SX300.jpg",NA,6.6,"1,281","tt0064381","movie","True",NA,"USA","Comedy"
"1238","Goodbye, Mr. Chips (1939)","Goodbye, Mr. Chips",1939,7,7,"UNRATED","28 Jul 1939",114,"Drama, Romance","Sam Wood, Sidney Franklin","R.C. Sherriff (screen play), Claudine West (screen play), Eric Maschwitz (screen play), James Hilton (book)","Robert Donat, Greer Garson, Terry Kilburn, John Mills","An aged teacher and former headmaster of a boarding school recalls his career and his personal life over the decades.","English, Latin, German","UK","Won 1 Oscar. Another 1 win & 8 nominations.","http://ia.media-imdb.com/images/M/MV5BNzU2NzIwMjc5Nl5BMl5BanBnXkFtZTgwMDAwMTAyMjE@._V1_SX300.jpg",NA,7.7,"7,633","tt0031385","movie","True",NA,"UK","Drama"
"1239","Goodbye, Mr. Chips (1969)","Goodbye, Mr. Chips",1969,2,2,"G","24 Nov 1969",155,"Drama, Musical, Romance","Herbert Ross","James Hilton (novel), Terence Rattigan (screenplay)","Peter O'Toole, Petula Clark, Michael Redgrave, George Baker","A shy, withdrawn English schoolteacher falls for a flashy showgirl.","English","USA","Nominated for 2 Oscars. Another 6 wins & 3 nominations.","http://ia.media-imdb.com/images/M/MV5BMjEwNzg5MzExMl5BMl5BanBnXkFtZTcwNDE3ODAwMQ@@._V1_SX300.jpg",NA,7,"2,274","tt0064382","movie","True",NA,"USA","Drama"
"1240","Goodie-Two-Shoes (1983)","Goodie-Two-Shoes",1983,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1241","Goodnight Miss Ann (1978)","Goodnight Miss Ann",1978,1,1,"N/A","01 Oct 1978",28,"Documentary, Short","August Cinquegrana","N/A","N/A","N/A","English","USA","Nominated for 1 Oscar. Another 1 nomination.","N/A",NA,4.4,"7","tt0077624","movie","True",NA,"USA","Documentary"
"1242","Gopher Broke (2004)","Gopher Broke",2004,1,1,"N/A","30 Sep 2004",4,"Animation, Short, Comedy","Jeff Fowler","Jeff Fowler, Tim Miller (additional story)","Greg Berg","A gopher finds himself on a road where trucks are hauling produce to market. He hits on the idea of shaking some of the produce loose for himself, but other animals always beat him to the ...","English","USA","Nominated for 1 Oscar. Another 1 win & 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMjMwNzgyMzQxMl5BMl5BanBnXkFtZTgwMzg1ODkwMzE@._V1_SX300.jpg",NA,6.7,"870","tt0438064","movie","True",NA,"USA","Animation"
"1243","Gorillas in the Mist (1988)","Gorillas in the Mist",1988,5,5,"PG-13","07 Oct 1988",129,"Biography, Drama","Michael Apted","Harold T.P. Hayes (article), Dian Fossey (work), Anna Hamilton Phelan (story), Tab Murphy (story), Anna Hamilton Phelan (screenplay)","Sigourney Weaver, Bryan Brown, Julie Harris, John Omirah Miluwi","The story of Dian Fossey, a scientist who came to Africa to study the vanishing mountain gorillas, and later fought to protect them.","English","USA","Nominated for 5 Oscars. Another 6 wins & 4 nominations.","http://ia.media-imdb.com/images/M/MV5BMTk2NzkwMjM1MV5BMl5BanBnXkFtZTYwMDQzNDM5._V1_SX300.jpg",NA,7,"17,985","tt0095243","movie","True",NA,"USA","Biography"
"1244","Gosford Park (2001)","Gosford Park",2001,7,7,"R","18 Jan 2002",137,"Drama, Mystery","Robert Altman","Robert Altman (idea), Julian Fellowes, Bob Balaban (idea)","Maggie Smith, Michael Gambon, Kristin Scott Thomas, Camilla Rutherford","The lives of upstairs guest and downstairs servants at a party in 1932 in a country house in England as they investigate a murder involving one of them.","English","UK, USA, Italy","Won 1 Oscar. Another 29 wins & 72 nominations.","http://ia.media-imdb.com/images/M/MV5BMTYwNDA3NDY2M15BMl5BanBnXkFtZTYwMDE4NTQ5._V1_SX300.jpg",90,7.3,"62,457","tt0280707","movie","True",NA,"UK","Drama"
"1245","Graffiti (1985)","Graffiti",1985,1,1,"N/A","N/A",28,"Short","Matthew Patrick","N/A","N/A","N/A","English","USA","Nominated for 1 Oscar. Another 4 wins & 1 nomination.","N/A",NA,8.4,"15","tt0089225","movie","True",NA,"USA","Short"
"1246","Grand Canyon (1958)","Grand Canyon",1958,1,1,"APPROVED","17 Dec 1958",29,"Short, Documentary","James Algar","N/A","N/A","Scenes from the Grand Canyon set to Ferde Grofé's ""Grand Canyon Suite.""","English","USA","N/A","N/A",NA,7.2,"314","tt0051677","movie","True",NA,"USA","Short"
"1247","Grand Canyon (1991)","Grand Canyon",1991,1,1,"R","17 Jan 1992",134,"Crime, Drama","Lawrence Kasdan","Lawrence Kasdan, Meg Kasdan","Danny Glover, Kevin Kline, Steve Martin, Mary McDonnell","Grand Canyon revolved around six residents from different backgrounds whose lives intertwine in modern-day Los Angeles. At the center of the film is the unlikely friendship of two men from ...","English","USA","Nominated for 1 Oscar. Another 3 wins & 2 nominations.","http://ia.media-imdb.com/images/M/MV5BMTcwNDg4MzIyOF5BMl5BanBnXkFtZTcwMzU3NDAzMQ@@._V1_SX300.jpg",64,6.9,"12,310","tt0101969","movie","True",NA,"USA","Crime"
"1248","Grand Hotel (1931)","Grand Hotel",1931,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1249","Grand Illusion (1938)","Grand Illusion",1938,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1250","Grand Prix (1966)","Grand Prix",1966,3,3,"APPROVED","21 Dec 1966",176,"Drama, Sport","John Frankenheimer","Robert Alan Aurthur (screen story), Robert Alan Aurthur (screenplay)","James Garner, Eva Marie Saint, Yves Montand, Toshirô Mifune","American Grand Prix driver Pete Aron is fired by his Jordan-BRM racing team after a crash at Monaco that injures his British teammate, Scott Stoddard. While Stoddard struggles to recover, ...","English, French, Italian, Portuguese, Japanese","USA","Won 3 Oscars. Another 4 nominations.","http://ia.media-imdb.com/images/M/MV5BMTUyMzE2NjgyMV5BMl5BanBnXkFtZTgwNjUwOTYxMTE@._V1_SX300.jpg",NA,7.2,"5,618","tt0060472","movie","True",NA,"USA","Drama"
"1251","Grandad of Races (1950)","Grandad of Races",1950,1,1,"NOT RATED","02 Sep 1950",9,"Documentary, Short, Sport","André de la Varre","Charles L. Tedford (narration written by)","Art Gilmore","The annual horse race held in the Piazza del Campo in Siena is highlighted in all its color, pomp, and pageantry.","English","USA","N/A","N/A",NA,5.8,"76","tt0042518","movie","True",NA,"USA","Documentary"
"1252","Grandma Moses (1950)","Grandma Moses",1950,1,1,"N/A","23 Oct 1950",21,"Short","Jerome Hill","Archibald Macleish","Grandma Moses, Archibald Macleish","N/A","English","USA","N/A","N/A",NA,5.9,"17","tt0042520","movie","True",NA,"USA","Short"
"1253","Granny O'Grimm's Sleeping Beauty (2009)","Granny O'Grimm's Sleeping Beauty",2009,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1254","Grasshoppers (Cavallette) (1990)","Grasshoppers (Cavallette)",1990,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1255","Gravity Is My Enemy (1977)","Gravity Is My Enemy",1977,1,1,"N/A","01 Oct 1977",26,"Documentary, Short, Biography","John C. Joseph","N/A","Mark Hicks, Jan Stussy","A look at artist Mark Hicks of Manhattan Beach, California, a quadriplegic since falling out of a tree at age 14. His work is examined, along with a discussion of his being a student at ...","English","USA","N/A","N/A",NA,7.1,"18","tt0076105","movie","True",NA,"USA","Documentary"
"1256","Grease (1978)","Grease",1978,1,1,"PG-13","16 Jun 1978",110,"Musical, Romance","Randal Kleiser","Jim Jacobs (original musical), Warren Casey (original musical), Bronte Woodard (screenplay), Allan Carr (adaptation)","John Travolta, Olivia Newton-John, Stockard Channing, Jeff Conaway","Good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?","English","USA","Nominated for 1 Oscar. Another 3 wins & 7 nominations.","http://ia.media-imdb.com/images/M/MV5BMTcyMTA5MTY3MF5BMl5BanBnXkFtZTgwMTMwNzAxMDE@._V1_SX300.jpg",70,7.2,"155,237","tt0077631","movie","True",NA,"USA","Musical"
"1257","Great (1975)","Great",1975,1,1,"PG","13 Mar 1975",107,"Adventure, Drama","George Roy Hill","George Roy Hill (story), William Goldman (screenplay)","Robert Redford, Bo Svenson, Bo Brundin, Susan Sarandon","A biplane pilot who had missed flying in WWI takes up barnstorming and later a movie career in his quest for the glory he had missed, eventually getting a chance to prove himself in a film ...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMjE0MzkwMDQ2NF5BMl5BanBnXkFtZTcwMDU5ODAyMQ@@._V1_SX300.jpg",NA,6.6,"4,084","tt0073075","movie","True",NA,"USA","Adventure"
"1258","Great Expectations (1947)","Great Expectations",1947,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1259","Green Card (1990)","Green Card",1990,1,1,"PG-13","01 Feb 1991",103,"Comedy, Drama, Romance","Peter Weir","Peter Weir","Gérard Depardieu, Andie MacDowell, Bebe Neuwirth, Gregg Edelman","A man wanting to stay in the US enters into a marriage of convenience, but it turns into more than that.","English, French, Spanish","France, Australia, USA","Nominated for 1 Oscar. Another 3 wins & 3 nominations.","http://ia.media-imdb.com/images/M/MV5BMjAwMjY1NDcxNV5BMl5BanBnXkFtZTcwNjU0MjUyMQ@@._V1_SX300.jpg",58,6.2,"17,884","tt0099699","movie","True",NA,"France","Comedy"
"1260","Green Dolphin Street (1947)","Green Dolphin Street",1947,3,3,"APPROVED","05 Nov 1947",141,"Adventure, Romance, Drama","Victor Saville","Samson Raphaelson (screenplay), Elizabeth Goudge (novel)","Lana Turner, Van Heflin, Donna Reed, Richard Hart","Sophie loved Edmund, but he left town when her parents forced her to marry wealthy Octavius. Years later, Edmund returns with his son, William. Sophie's daughter, Marguerite, and William ...","English","USA","Won 1 Oscar. Another 3 nominations.","http://ia.media-imdb.com/images/M/MV5BMTQ0MDE0MDA1Ml5BMl5BanBnXkFtZTgwOTQxMTI5NTE@._V1_SX300.jpg",NA,6.9,"954","tt0039437","movie","True",NA,"USA","Adventure"
"1261","Green Grass of Wyoming (1948)","Green Grass of Wyoming",1948,1,1,"APPROVED","03 Jun 1948",89,"Drama, Family, Western","Louis King","Martin Berkeley (screenplay), Mary O'Hara (based on the novel by)","Peggy Cummins, Charles Coburn, Robert Arthur, Lloyd Nolan","""Thunderhead,"" a roving, big white stallion, causes problems for the Wyoming ranchers when he leads their blue-blooded racing mares off to join his wild horse herd in the mountains. ...","English","USA","Nominated for 1 Oscar. Another 1 nomination.","http://ia.media-imdb.com/images/M/MV5BMTQ1Mzc2OTgwNV5BMl5BanBnXkFtZTcwNzY2NjE0MQ@@._V1_SX300.jpg",NA,6.4,"228","tt0040402","movie","True",NA,"USA","Drama"
"1262","Greetings Bait! (1943)","Greetings Bait!",1943,1,1,"APPROVED","15 May 1943",7,"Animation, Comedy, Short","Friz Freleng","Tedd Pierce (story)","Mel Blanc","A worm reminiscent of Jerry Colonna is lowered into the water and uses various guises to lure fish. He also tangles with a crab.","English","USA","N/A","N/A",NA,6.7,"104","tt0035954","movie","True",NA,"USA","Animation"
"1263","Gregor's Greatest Invention (2001)","Gregor's Greatest Invention",2001,1,1,"N/A","26 Oct 2002",11,"Short, Comedy, Adventure","Johannes Kiefer","Johannes Kiefer","Alexander Beyer, Christel Peters, Ruth Nimbach, Helga Göring","Gregor, a young man, lives with and cares for his elderly grandmother. He's also a bit of an inventor. One day, when her wheelchair accidentally rolls down a hill and throws her into a pond...","German","Germany","Nominated for 1 Oscar. Another 7 wins & 1 nomination.","N/A",NA,7.4,"138","tt0304107","movie","True",NA,"Germany","Short"
"1264","Greystoke: The Legend of Tarzan, Lord of the Apes (1984)","Greystoke: The Legend of Tarzan, Lord of the Apes",1984,3,3,"PG","30 Mar 1984",135,"Adventure, Drama","Hugh Hudson","Edgar Rice Burroughs (novel), Robert Towne, Michael Austin","Ralph Richardson, Ian Holm, James Fox, Christopher Lambert","A shipping disaster in the 19th Century has stranded a man and woman in the wilds of Africa. The lady is pregnant, and gives birth to a son in their tree house. Soon after, a family of apes...","English, French","UK, USA","Nominated for 3 Oscars. Another 3 wins & 12 nominations.","http://ia.media-imdb.com/images/M/MV5BMTM5MzcwOTg4MF5BMl5BanBnXkFtZTgwOTQwMzQxMDE@._V1_SX300.jpg",NA,6.3,"14,040","tt0087365","movie","True",NA,"UK","Adventure"
"1265","Guard Dog (2004)","Guard Dog",2004,1,1,"N/A","14 Oct 2004",5,"Animation, Short, Comedy","Bill Plympton","Bill Plympton","N/A","Why do dogs bark at such innocent creatures as pigeons and squirrels... what are they afraid of? This film answers that eternal question.","N/A","USA","Nominated for 1 Oscar. Another 4 wins.","N/A",NA,7.4,"656","tt0430159","movie","True",NA,"USA","Animation"
"1266","Guess Who's Coming to Dinner (1967)","Guess Who's Coming to Dinner",1967,10,10,"UNRATED","12 Dec 1967",108,"Comedy, Drama","Stanley Kramer","William Rose","Spencer Tracy, Sidney Poitier, Katharine Hepburn, Katharine Houghton","A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.","English","USA","Won 2 Oscars. Another 7 wins & 22 nominations.","http://ia.media-imdb.com/images/M/MV5BMTQ5MTM5NjUyMF5BMl5BanBnXkFtZTcwNTQxMzU3Mg@@._V1_SX300.jpg",NA,7.8,"26,838","tt0061735","movie","True",NA,"USA","Comedy"
"1267","Guest in the House (1945)","Guest in the House",1945,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1268","Guest Wife (1945)","Guest Wife",1945,1,1,"APPROVED","27 Jul 1945",90,"Comedy, Romance","Sam Wood","Bruce Manning (original screenplay), John D. Klorer (original screenplay)","Claudette Colbert, Don Ameche, Dick Foran, Charles Dingle","Christopher Price, a small-town bank executive, continues to be loyal to and idolize his boyhood friend, Joseph Jefferson Parker, a famous war correspondent. But Chris's wife, Mary, is none...","English","USA","N/A","N/A",NA,6.6,"228","tt0037756","movie","True",NA,"USA","Comedy"
"1269","Gullah Tales (1988)","Gullah Tales",1988,1,1,"N/A","N/A",20,"Short","Gary Moss","Gary Moss","Barbara Gagrinsky, Janie Hunter, Stace McDaniel, Glenn Rainey","N/A","English","USA, Canada","N/A","N/A",NA,6.5,"17","tt0095261","movie","True",NA,"USA","Short"
"1270","Gulliver's Travels (1939)","Gulliver's Travels",1939,2,2,"PASSED","22 Dec 1939",76,"Animation, Adventure, Family","Dave Fleischer","Jonathan Swift (based on immortal tale), Edmond Seward (story), Dan Gordon (screen play), Cal Howard (screen play), Tedd Pierce (screen play), Izzy Sparber (screen play), Edmond Seward (screen play)","Jessica Dragonette, Lanny Ross","Gulliver washes ashore on Lilliput and attempts to prevent war between that tiny kingdom and its equally-miniscule rival, Blefiscu, as well as smooth the way for the romance between the ...","English","USA","N/A","http://ia.media-imdb.com/images/M/MV5BMTY1Mjk2MjQyMV5BMl5BanBnXkFtZTcwMTYxNjgyMg@@._V1_SX300.jpg",NA,6.8,"2,617","tt0031397","movie","True",NA,"USA","Animation"
"1271","Gunfight at the O.K. Corral (1957)","Gunfight at the O.K. Corral",1957,2,2,"APPROVED","30 May 1957",122,"Western","John Sturges","Leon Uris (screenplay), George Scullin (suggested by an article by)","Burt Lancaster, Kirk Douglas, Rhonda Fleming, Jo Van Fleet","Lawman Wyatt Earp and outlaw Doc Holliday form an unlikely alliance which culminates in their participation in the legendary Gunfight at the O.K. Corral.","English","USA","Nominated for 2 Oscars. Another 2 wins & 2 nominations.","http://ia.media-imdb.com/images/M/MV5BMTkxMjMzNTYxM15BMl5BanBnXkFtZTYwMjM0Njk5._V1_SX300.jpg",NA,7.2,"9,610","tt0050468","movie","True",NA,"USA","Western"
"1272","Gunga Din (1939)","Gunga Din",1939,1,1,"APPROVED","17 Feb 1939",117,"Adventure, War","George Stevens","Joel Sayre (screen play), Fred Guiol (screen play), Ben Hecht (story), Charles MacArthur (story), Rudyard Kipling (poem)","Cary Grant, Victor McLaglen, Douglas Fairbanks Jr., Sam Jaffe","In 19th century India, three British soldiers and a native waterbearer must stop a secret mass revival of the murderous Thuggee cult before it can rampage across the land.","English","USA","Nominated for 1 Oscar. Another 1 win.","http://ia.media-imdb.com/images/M/MV5BMjAwMzEyMTk4NF5BMl5BanBnXkFtZTgwNTg0MjkyMTE@._V1_SX300.jpg",NA,7.5,"8,367","tt0031398","movie","True",NA,"USA","Adventure"
"1273","Guys and Dolls (1955)","Guys and Dolls",1955,4,4,"APPROVED","16 Jan 1956",150,"Comedy, Musical, Romance","Joseph L. Mankiewicz","Jo Swerling (based upon the play: ""Guys and Dolls"" book by), Abe Burrows (based upon the play: ""Guys and Dolls"" book by), Damon Runyon (from a story), Joseph L. Mankiewicz (written for the screen by)","Marlon Brando, Jean Simmons, Frank Sinatra, Vivian Blaine","In New York, a gambler is challenged to take a cold female missionary to Havana, but they fall for each other, and the bet has a hidden motive to finance a crap game.","English","USA","Nominated for 4 Oscars. Another 2 wins & 3 nominations.","http://ia.media-imdb.com/images/M/MV5BMTMzNjcwMjU1NV5BMl5BanBnXkFtZTcwMzA4MTkzNA@@._V1_SX300.jpg",NA,7.3,"11,305","tt0048140","movie","True",NA,"USA","Comedy"
"1274","Gypsy (1962)","Gypsy",1962,3,3,"APPROVED","01 Nov 1962",143,"Biography, Comedy, Drama","Mervyn LeRoy","Arthur Laurents (based upon the stage play: book by), Gypsy Rose Lee (from the memoirs of), Leonard Spigelgass (screenplay)","Rosalind Russell, Natalie Wood, Karl Malden, Paul Wallace","Based on the Broadway hit about the life and times of burlesque dancer Gypsy Rose Lee and her aggressive stage mother, Mama Rose.","English","USA","Nominated for 3 Oscars. Another 1 win & 10 nominations.","http://ia.media-imdb.com/images/M/MV5BNTI1NjgyMTU3NF5BMl5BanBnXkFtZTcwMTc4MDkxMQ@@._V1_SX300.jpg",NA,7.2,"3,918","tt0056048","movie","True",NA,"USA","Biography"
"1275","Hail the Conquering Hero (1944)","Hail the Conquering Hero",1944,1,1,"PASSED","09 Aug 1944",101,"Comedy, War","Preston Sturges","Preston Sturges","Eddie Bracken, Ella Raines, Raymond Walburn, William Demarest","Woodrow is discharged from the military for hay fever, but fabricates receiving an heroic honorable discharge before returning home.","English","USA","Nominated for 1 Oscar. Another 1 win & 2 nominations.","http://ia.media-imdb.com/images/M/MV5BMTQ1NTc0MDc3M15BMl5BanBnXkFtZTgwMzkyNjIxMzE@._V1_SX300.jpg",NA,7.8,"3,006","tt0036891","movie","True",NA,"USA","Comedy"
"1276","Half a House (1976)","Half a House",1976,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"False","Movie not found!",NA,NA
"1277","Half Nelson (2006)","Half Nelson",2006,1,1,"R","22 Sep 2006",106,"Drama","Ryan Fleck","Ryan Fleck, Anna Boden","Ryan Gosling, Jeff Lima, Shareeka Epps, Nathan Corbett","An inner-city junior high school teacher with a drug habit forms an unlikely friendship with one of his students after she discovers his secret.","English","USA","Nominated for 1 Oscar. Another 27 wins & 41 nominations.","http://ia.media-imdb.com/images/M/MV5BMTg4ODg1OTIwNl5BMl5BanBnXkFtZTcwOTA3ODQzMQ@@._V1_SX300.jpg",85,7.3,"67,939","tt0468489","movie","True",NA,"USA","Drama"
